1,2,"[49, 68, 49]","[-49, -68, -19]",1,52.56057350000083,0.055051999999705004,51.95036699999946

2,0,"[48, 78, 47]","[-18, -78, -47]",1,103.2923496000003,0.05686990000140213,102.69381179999982

2,1,"[23, 0, 23]","[-23, 30, -23]",0,66.75380960000075,0.05391539999982342,66.09227459999966

2,2,"[53, 50, 54]","[-53, -50, -24]",2,89.60131990000082,0.05716770000071847,88.97229499999958

3,0,"[66, 84, 61]","[-36, -84, -61]",1,61.09948210000039,0.05541119999907096,60.45720359999905

3,1,"[27, 91, 26]","[-27, -61, -26]",1,98.18140139999923,0.05418230000032054,97.47762239999975

3,2,"[34, 54, 34]","[-34, -54, -4]",1,93.02337729999999,0.06004419999953825,92.36402999999882

4,0,"[51, 57, 50]","[-21, -57, -50]",1,54.360549099999844,0.054952600001342944,53.759835900000326

4,1,"[43, 119, 42]","[-43, -89, -42]",1,65.51516660000016,0.0511623000002146,64.84356950000074

4,2,"[45, 96, 46]","[-45, -96, -16]",1,55.0098909999997,0.05488330000116548,54.41850069999964

5,0,"[55, 42, 56]","[-25, -42, -56]",2,76.9987129000001,0.05422760000146809,76.3955049999986

5,1,"[58, 23, 57]","[-58, 7, -57]",0,55.4914663999989,0.052619899999626796,54.87695249999888

5,2,"[62, 71, 63]","[-62, -71, -33]",1,101.2638521000008,0.06109870000000228,100.59474349999982

6,0,"[44, 60, 48]","[-14, -60, -48]",1,65.48192610000115,0.05608050000046205,64.80854569999974

6,1,"[36, 0, 34]","[-36, 30, -34]",0,77.05923859999893,0.05371070000001055,76.43606489999911

6,2,"[46, 75, 42]","[-46, -75, -12]",1,56.725035299999945,0.07558259999859729,56.0821677999993

7,0,"[56, 96, 55]","[-26, -96, -55]",1,73.45993830000043,0.05338260000098671,72.76819219999925

7,1,"[31, 89, 31]","[-31, -59, -31]",1,57.9201551999995,0.05379880000145931,57.33791720000045

7,2,"[64, 44, 69]","[-64, -44, -39]",2,95.9470992000006,0.055139099998996244,95.32425629999852

8,0,"[65, 59, 57]","[-35, -59, -57]",0,94.77429570000095,0.05409169999984442,94.15713369999867

8,1,"[28, 46, 28]","[-28, -16, -28]",1,44.22534980000091,0.05155480000030366,43.62320350000118

8,2,"[57, 44, 58]","[-57, -44, -28]",2,79.95084859999952,0.05356070000016189,79.2963155999987

9,0,"[57, 57, 61]","[-27, -57, -61]",2,84.87205250000079,0.05232919999980368,84.2404604000003

9,1,"[29, 52, 29]","[-29, -22, -29]",1,66.75937310000154,0.05298410000068543,66.10046420000072

9,2,"[31, 99, 26]","[-31, -99, 4]",1,100.04935680000017,0.08301070000015898,99.36042699999962

0,0,"[36, 54, 35]","[-6, -54, -35]",1,97.61217280000164,0.05337449999933597,96.88970629999858

0,1,"[29, 43, 31]","[-29, -13, -31]",1,61.16384199999993,0.06077800000093703,60.516122999999425

0,2,"[46, 53, 48]","[-46, -53, -18]",1,74.33767929999885,0.055934599999091006,73.65833100000054

1,0,"[57, 38, 57]","[-27, -38, -57]",0,67.4960383000016,0.05485239999870828,66.89760549999846

1,1,"[23, 21, 23]","[-23, 9, -23]",0,102.03256040000088,0.05848390000028303,101.36131589999968

1,2,"[39, 67, 41]","[-39, -67, -11]",1,57.90738179999971,0.05360270000164746,57.29383779999989

2,0,"[47, 70, 46]","[-17, -70, -46]",1,75.19563749999907,0.052112100000158534,74.59775520000039

2,1,"[19, 0, 18]","[-19, 30, -18]",0,44.480202000000645,0.07657239999934973,43.85452219999934

2,2,"[57, 59, 57]","[-57, -59, -27]",1,88.69588850000036,0.061860399999204674,87.93276759999935

3,0,"[57, 88, 57]","[-27, -88, -57]",1,82.33333690000109,0.05881719999888446,81.66172630000074

3,1,"[24, 71, 24]","[-24, -41, -24]",1,46.27985029999945,0.05055279999942286,45.67734699999892

3,2,"[31, 48, 31]","[-31, -48, -1]",1,64.9025918999996,0.052349300000059884,64.31402890000027

4,0,"[39, 49, 35]","[-9, -49, -35]",1,58.84478660000059,0.05210110000007262,58.21549120000054

4,1,"[42, 0, 42]","[-42, 30, -42]",0,74.9836761000006,0.05244230000062089,74.37068589999944

4,2,"[44, 89, 44]","[-44, -89, -14]",1,44.483364199999414,0.05427100000088103,43.88811840000017

5,0,"[61, 51, 64]","[-31, -51, -64]",2,71.55608289999873,0.052076099998885184,70.9068761999988

5,1,"[58, 110, 56]","[-58, -80, -56]",1,60.309993199998644,0.07956589999957941,59.64450629999919

5,2,"[58, 69, 58]","[-58, -69, -28]",1,79.76398210000116,0.054940600000918494,79.18504260000009

6,0,"[44, 64, 44]","[-14, -64, -44]",1,62.454521300000124,0.057410999999774504,61.80557160000171

6,1,"[26, 42, 26]","[-26, -12, -26]",1,81.51521959999991,0.05820250000033411,80.94034070000089

6,2,"[40, 72, 41]","[-40, -72, -11]",1,67.78889200000049,0.05302510000001348,67.1724506999999

7,0,"[58, 84, 52]","[-28, -84, -52]",1,97.46543689999999,0.055864300000393996,96.80235080000057

7,1,"[31, 74, 30]","[-31, -44, -30]",1,64.21193560000029,0.05346049999934621,63.51911149999978

7,2,"[64, 42, 63]","[-64, -42, -33]",0,74.77776760000052,0.052764899999601766,74.08584770000016

8,0,"[52, 65, 54]","[-22, -65, -54]",1,63.36148529999991,0.056380100000751554,62.706869100000404

8,1,"[29, 11, 29]","[-29, 19, -29]",0,81.61730420000094,0.08504179999908956,80.94083949999913

8,2,"[58, 47, 60]","[-58, -47, -30]",2,48.998392100000274,0.051819000000250526,48.36710479999965

9,0,"[59, 57, 61]","[-29, -57, -61]",2,74.64953559999958,0.05539729999873089,74.02584500000012

9,1,"[32, 25, 32]","[-32, 5, -32]",0,52.382270199999766,0.05223889999979292,51.77302670000063

9,2,"[28, 79, 27]","[-28, -79, 3]",1,65.0421752000002,0.052859499999613035,64.40179369999896

0,0,"[35, 54, 34]","[-5, -54, -34]",1,63.71796930000164,0.04965980000088166,63.14117740000074

0,1,"[24, 40, 24]","[-24, -10, -24]",1,102.68398610000077,0.05114139999932377,102.0352127999995

0,2,"[46, 30, 46]","[-46, -30, -16]",0,52.04203190000044,0.05555809999896155,51.41390329999922

1,0,"[52, 53, 51]","[-22, -53, -51]",1,101.44006329999866,0.07577769999988959,100.72874319999937

1,1,"[21, 31, 20]","[-21, -1, -20]",1,66.18851489999906,0.051098399999318644,65.59648449999986

1,2,"[45, 65, 43]","[-45, -65, -13]",1,75.96965699999964,0.05416700000023411,75.4019685000003

2,0,"[49, 63, 49]","[-19, -63, -49]",1,67.2611825999993,0.058046999998623505,66.60003320000033

2,1,"[10, 52, 11]","[-10, -22, -11]",1,77.18227400000069,0.050970199999937904,76.58628350000072

2,2,"[51, 62, 51]","[-51, -62, -21]",1,67.57077729999946,0.057200199998987955,66.99653829999988

3,0,"[54, 88, 57]","[-24, -88, -57]",1,96.32135890000063,0.05039940000096976,95.6499242000009

3,1,"[24, 58, 23]","[-24, -28, -23]",1,52.45805329999894,0.05437999999958265,51.819318300000305

3,2,"[42, 35, 41]","[-42, -35, -11]",0,93.5630043000001,0.05776260000129696,92.95389459999933

4,0,"[41, 43, 45]","[-11, -43, -45]",2,71.37278669999978,0.07495509999898786,70.74138230000062

4,1,"[35, 59, 33]","[-35, -29, -33]",1,90.45142970000052,0.061117499999454594,89.82032740000068

4,2,"[39, 77, 39]","[-39, -77, -9]",1,56.870150799999465,0.05294139999932668,56.22552890000043

5,0,"[61, 56, 63]","[-31, -56, -63]",2,98.08708739999929,0.05438730000059877,97.31927509999878

5,1,"[51, 114, 50]","[-51, -84, -50]",1,60.647443400001066,0.05626289999963774,59.97712920000049

5,2,"[56, 58, 58]","[-56, -58, -28]",1,75.09618279999995,0.05124740000064776,74.47514609999962

6,0,"[50, 52, 51]","[-20, -52, -51]",1,52.224307899999985,0.051954399999885936,51.611100300000544

6,1,"[24, 36, 24]","[-24, -6, -24]",1,89.80351860000155,0.05026460000044608,89.12516409999989

6,2,"[41, 56, 41]","[-41, -56, -11]",1,55.075393899998744,0.052620200000092154,54.45489070000076

7,0,"[55, 68, 53]","[-25, -68, -53]",1,74.91984270000103,0.0785453000007692,74.31102179999834

7,1,"[31, 47, 31]","[-31, -17, -31]",1,60.05262849999781,0.05027120000158902,59.40649119999944

7,2,"[66, 44, 65]","[-66, -44, -35]",0,102.25759939999989,0.05214169999817386,101.58033989999967

8,0,"[55, 48, 52]","[-25, -48, -52]",0,51.66778770000019,0.05132149999917601,50.99778040000092

8,1,"[23, 48, 23]","[-23, -18, -23]",1,71.01440120000188,0.052501500002108514,70.3866311999991

8,2,"[63, 51, 60]","[-63, -51, -30]",0,62.26065609999932,0.058144099999481114,61.6103492000002

9,0,"[66, 73, 65]","[-36, -73, -65]",1,81.29671479999888,0.05682929999966291,80.70030190000034

9,1,"[25, 42, 25]","[-25, -12, -25]",1,56.19338010000138,0.053406300001370255,55.5463826999985

9,2,"[29, 60, 28]","[-29, -60, 2]",1,98.42526799999905,0.04995679999774438,97.74889410000105

0,0,"[44, 76, 43]","[-14, -76, -43]",1,72.24950180000087,0.05062849999740138,71.60197280000284

0,1,"[25, 29, 24]","[-25, 1, -24]",1,92.12471010000081,0.04794410000249627,91.45768710000266

0,2,"[49, 47, 50]","[-49, -47, -20]",2,55.10618160000013,0.050420999999914784,54.470849799999996

1,0,"[53, 47, 54]","[-23, -47, -54]",2,74.41692189999958,0.049813300000096206,73.75905760000023

1,1,"[14, 15, 13]","[-14, 15, -13]",1,56.156685499998275,0.05688420000296901,55.52169380000123

1,2,"[44, 64, 44]","[-44, -64, -14]",1,88.92125900000246,0.05145249999986845,88.30428559999928

2,0,"[48, 63, 48]","[-18, -63, -48]",1,58.88081539999985,0.05583890000343672,58.19610620000094

2,1,"[9, 30, 9]","[-9, 0, -9]",1,76.28342189999967,0.051025200002186466,75.66648440000063

2,2,"[51, 65, 51]","[-51, -65, -21]",1,67.78000650000104,0.05054849999942235,67.18342800000028

3,0,"[54, 76, 52]","[-24, -76, -52]",1,92.47114829999919,0.050171300001238706,91.86736689999816

3,1,"[18, 39, 17]","[-18, -9, -17]",1,59.3355444000008,0.049670399999740766,58.67633480000222

3,2,"[63, 49, 62]","[-63, -49, -32]",0,70.06038179999814,0.05367850000038743,69.38172769999801

4,0,"[52, 58, 56]","[-22, -58, -56]",1,64.76366439999765,0.05231239999920945,64.19609430000128

4,1,"[29, 63, 27]","[-29, -33, -27]",1,105.79611260000092,0.052809000000706874,105.11342950000108

4,2,"[37, 61, 36]","[-37, -61, -6]",1,48.16164360000039,0.056317099999432685,47.52287459999934

5,0,"[62, 65, 64]","[-32, -65, -64]",1,100.35818740000104,0.05048979999992298,99.36743810000189

5,1,"[52, 98, 50]","[-52, -68, -50]",1,69.84750050000002,0.04940089999945485,69.19194450000214

5,2,"[53, 62, 54]","[-53, -62, -24]",1,92.72239809999883,0.05039560000295751,91.92253559999881

6,0,"[53, 56, 50]","[-23, -56, -50]",1,51.85163599999942,0.057086400000116555,51.21547130000181

6,1,"[13, 28, 13]","[-13, 2, -13]",1,94.22284700000091,0.049474600000394275,93.58866269999999

6,2,"[46, 50, 44]","[-46, -50, -14]",1,57.85627030000251,0.056711500001256354,57.168827299999975

7,0,"[47, 60, 47]","[-17, -60, -47]",1,87.51298040000256,0.048944400001346366,86.71960890000264

7,1,"[26, 46, 26]","[-26, -16, -26]",1,52.16325439999855,0.05090840000048047,51.54309329999887

7,2,"[66, 69, 66]","[-66, -69, -36]",1,102.62469830000191,0.052005500001541805,102.03110219999871

8,0,"[60, 72, 58]","[-30, -72, -58]",1,55.666719799999555,0.048792599998705555,54.922685899997305

8,1,"[20, 42, 21]","[-20, -12, -21]",1,78.52151640000011,0.05488160000095377,77.87479570000141

8,2,"[62, 60, 64]","[-62, -60, -34]",2,51.43426269999691,0.04956510000192793,50.825045300000056

9,0,"[67, 82, 69]","[-37, -82, -69]",1,83.96327329999986,0.04834869999831426,83.34422910000285

9,1,"[24, 37, 24]","[-24, -7, -24]",1,57.02192470000227,0.054848799998580944,56.36493879999762

9,2,"[31, 47, 29]","[-31, -47, 1]",1,84.6646189000021,0.05026509999879636,83.95500119999997

0,0,"[41, 69, 41]","[-11, -69, -41]",1,60.07445050000024,0.05263849999755621,59.474075200003426

0,1,"[24, 24, 23]","[-24, 6, -23]",0,92.36902550000013,0.05034169999998994,91.6014608000005

0,2,"[60, 64, 58]","[-60, -64, -28]",1,60.13634859999729,0.050093800000468036,59.43434940000225

1,0,"[43, 46, 38]","[-13, -46, -38]",1,79.4009827000009,0.04855830000087735,78.81951480000134

1,1,"[13, 13, 13]","[-13, 17, -13]",0,72.16313719999744,0.047783500001969514,71.53248319999693

1,2,"[46, 55, 45]","[-46, -55, -15]",1,101.15104259999862,0.04898919999686768,100.43101319999914

2,0,"[57, 60, 56]","[-27, -60, -56]",1,59.4652829000006,0.047800400003325194,58.77999640000053

2,1,"[10, 22, 10]","[-10, 8, -10]",1,87.60666720000154,0.055963700000575045,86.93645699999979

2,2,"[47, 61, 47]","[-47, -61, -17]",1,51.06194320000213,0.05461279999872204,50.398871400000644

3,0,"[47, 70, 48]","[-17, -70, -48]",1,104.22805639999933,0.047287800000049174,103.56829710000238

3,1,"[17, 31, 17]","[-17, -1, -17]",1,60.30474139999933,0.05110590000185766,59.58685379999952

3,2,"[60, 56, 60]","[-60, -56, -30]",0,71.29219889999877,0.05140129999927012,70.69609440000204

4,0,"[54, 59, 56]","[-24, -59, -56]",1,44.9565025999982,0.049416800000471994,44.28923810000197

4,1,"[23, 39, 23]","[-23, -9, -23]",1,70.78078789999927,0.048930500001006294,70.19772480000029

4,2,"[37, 55, 38]","[-37, -55, -8]",1,45.51134010000169,0.05235090000132914,44.8550467999994

5,0,"[61, 66, 64]","[-31, -66, -64]",1,88.78391700000066,0.04824860000007902,88.16297919999852

5,1,"[50, 73, 49]","[-50, -43, -49]",1,78.14303220000147,0.050604600000951905,77.52062140000271

5,2,"[56, 66, 56]","[-56, -66, -26]",1,96.20476849999977,0.04998790000172448,95.41108950000125

6,0,"[59, 65, 61]","[-29, -65, -61]",1,47.354395999998815,0.048722299998189555,46.71821220000129

6,1,"[12, 21, 12]","[-12, 9, -12]",1,78.18117160000111,0.04786430000240216,77.58763090000139

6,2,"[46, 44, 46]","[-46, -44, -16]",0,58.4189097999988,0.04866979999860632,57.672499100001005

